links,title,text,category,company,date
https://economictimes.indiatimes.com/tech/ites/wipro-ltd-announces-collaboration-with-intel-to-enable-wipros-live-workspace/articleshow/77395010.cms,Wipro Ltd announces collaboration with Intel to enable Wipro's LIVE Workspace,"Wipro  Limited announced on Thursday it will join forces with  Intel  to enable Wipro's  LIVE Workspace , the company's  digital workspace solution  with the Intel vProplatform. This joint collaboration will help customers drive  business continuity  by enabling remote IT support and solutions, as they seek to keep employees productive amid social distancing boundaries and other remote-work limitations that have become the new normal, a Wipro statement said. 
 
  Wipro integrated the Intel vPro platform into LIVE Workspace, a suite of digital workplace services to provide remote manageability of devices, it said. ""This extends to users at home or in the office and provides enhanced protection and security against firmware- level attacks. The combined solution provides practical business continuity services to enable enterprises to rapidly design, deploy, and manage a true remote work experience,"" the statement added.
 ",,Economic_Times,2020-08-06
https://www.businessinsider.in/business/corporates/news/tcs-infosys-hcl-tech-new-deals/articleshow/77343077.cms,"Here's a look at how TCS, Infosys, and HCL Tech fared in bagging new deals","
 
  Indian IT firms are still winning fresh contracts and bringing in new business even as the volume and value of global IT contracts are shrinking.  
  The value and volume of global IT contracts fell by over 70% in the last three months compared to the same time last year. 
  Management at  TCS ,  Infosys  and others believe deals are only set to grow in the coming quarters, led by the demand for digital transformation as remote working becomes the norm. 
 
 Indian IT firms remain hopeful that the pace of new deals wins is only going to increase in the coming months. Yet GlobalData shows that new IT contracts are shrinking worldwide — both by value and volume. 
 
     
 Value and volume of IT services contracts shrink worldwide GlobalData 
 From $14.4 billion of global IT services spending at the end of June last year, this year companies only doled out $4 billion. Only 7% of the contracts signed in the last three months were valued above $100 million. 
 Advertisement 
 However Indian IT firms are witnessing a different trend, with deal win numbers that are better than what they were in 2019. And, the management commentary paints a very different picture of new deal wins improving in the coming quarters. 
     
 
 Also Read Why TCS, Infosys, Wipro and HCL Tech can expect better earnings this year ⁠— here’s what’s working for each one of them 
 
 Indian IT companies buck the trend Analysts believe that the crunch in IT spending is due to pricing pressures. Most businesses are looking to conserve cash in the face of uncertainty. 
 
 Advertisement Indian IT companies — like  Tata Consultancy Services  (TCS), Wipro, Infosys,  HCL Technologies  and Tech Mahindra — believe that even though there was disruption, the current demand is driven by digital transformation. More businesses are looking to work from home bringing cloud adoption, automation, cybersecurity and consolidation to the forefront.
 
 The biggest IT company in India, TCS, saw a 22.5% dip in the value of new deal wins at the end of June as compared to three months ago, but when compared to the previous year — the value of its new deal wins was actually up by 21% at $6.9 billion. 
 
     
 TCS total contract value (TCV) over the last five quarters Company filings/BI India 
 “Overall, from a first-quarter order book perspective, contrary to the fears of economic uncertainty and travel restrictions, etc., deal closures have continued at pace,” said TCS CEO Rajesh Gopinathan during the earnings call. 
 Advertisement 
 The other Indian IT services behemoth, Infosys, did see the value of its new deal wins come down by 35.5% year-on-year (YoY). However, the company already has the largest deal win in its history in the bag for a whopping $1.5 billion with Vanguard, which will be counted towards next quarter’s deal wins. 
     
 “As the challenges persist, we see clients looking for opportunities to improve the efficiency of their tech spend and we continue to see a robust pipeline of deals in this segment,” said Infosys’ COO Pravin Rao. 
 
 
 Infosys total contract value (TCV) over the last five quarters Company fliings/BI India 
 Advertisement HCL Technologies did not disclose the value of its deal wins but did say that it signed 11 new contracts — three less than last quarter and just one deal short of the same time last year. 
 
 “Looking ahead, I see very good growth in the pipeline. In the last quarter to this quarter, our pipeline increased by 40%,” said  HCL Tech  CEO C Vijayakumar. 
 
     All in all, the consensus by Indian IT services companies’ is that new deal wins are only set to grow in the coming quarters. The one concern they do have is that the closure of deals is taking longer than usual due to the current circumstances.
 
 SEE ALSO: Why TCS, Infosys, Wipro and HCL Tech can expect better earnings this year ⁠— here’s what’s working for each one of them TCS, Infosys, HCL Tech and Wipro open up lateral hiring as more people walk out the door during the COVID-19 pandemic 
 TCS and Infosys to face least impact — Indian IT companies likely to report sharp decline in revenue during first quarter 
 Advertisement 
 ",Corporates News & Articles,Business_Insider,2020-08-04
https://economictimes.indiatimes.com/industry/services/hotels-/-restaurants/ihcl-introduces-i-zest-its-suite-of-digital-solutions-for-guests-and-employees/articleshow/77346565.cms,"IHCL introduces I-Zest, its suite of digital solutions for guests and employees","NEW DELHI : Hospitality chain  Indian Hotels Company  (IHCL) announced the launch and implementation of  I-ZEST , a suite of  digital solutions  across its hotels under its brands –  Taj ,  Vivanta  and SeleQtions on Tuesday. 
 
 IHCL said from zero-touch check-ins and check-outs, digital invoicing,  online payment  options and QR codes to digital menus in restaurants, I-ZEST’s digital features will ensure social distancing for both guests and associates.
 
 The launch of I-ZEST come on the back of IHCL's foray into food delivery through its mobile app Qmin.
 
 Vinay Deshpande, senior vice president and head of digital and IT at IHCL said harnessing the power of digital has become even more crucial. ""We are leveraging technologies in a meaningful way to ensure minimal contact while offering the sincere care, warmth and guest-centric service that we are synonymous with, with the same zest and dedication as always. With I-ZEST, we have built an enhanced digital layer over our existing systems for the safety of both our guests and associates.”
 
 IHCL said I-ZEST’s new digital features allow guests to interact and engage with IHCL hotels by minimizing the physical touch and its digital enhancements will span guest experiences, from pre-arrival to departure offering zero to minimal touch options through facilities such as digital pre check-in registrations to contactless guest access to rooms via optional digital key cards. The chain said check-outs will also be optimized with online invoicing services without the need to use card machines. Digital menus installed across restaurants will facilitate dining orders through QR codes and digital payments.
 
 The I-ZEST measures will also extend to employees, with the chain's hotel pre-opening processes now being driven through mobile-application based checklists, a contactless attendance system that uses closed-group facial recognition and QR codes as well as an HR automation platform for leaves and queries, among others.
 
 ",,Economic_Times,2020-08-04
https://www.moneycontrol.com/news/podcast/corporate-buzz-podcast-meet-hdfcs-new-ceo-caste-discrimination-in-hcl-america-who-will-be-the-title-sponsor-of-ipl-5661451.html,Corporate Buzz podcast | Meet HDFC's new CEO; caste discrimination in HCL America; who will be the title sponsor of IPL?,"In this episode of the Corporate Buzz podcast, host Keerthana Tiwari and Moneycontrol's Corporate Bureau Chief Prince Thomas break down the top corporate news of the week. As the Reserve Bank of India has announced loan restructuring schemes in the monetary policy meeting, Thomas explains how this scheme will help companies hit by the COVID-19 pandemic. He also talks about Sashidhar Jagdishan's appointment as HDFC Bank's next chief executive officer, replacing Aditya Puri as the head of the private sector lender. In another development, an employee of HCL America has filed a lawsuit against the company for unlawful termination based on caste. Thomas sees this positive news as more employees would come forward with such issues. ",companies,Moneycontrol,2020-08-07
https://www.businessinsider.in/business/auto/news/bajaj-autos-july-sales-drop-by-a-third-and-the-bigger-dent-came-from-exports/articleshow/77329209.cms,Bajaj Auto's July sales drop by a third and the bigger dent came from exports,"Covid-19 induced economic turbulence pulled down two-an d three-wheeler manufacturer  Bajaj Auto 's total sales in July by 33 per cent on a year-on-year basis.
 
 According to the company, its total sales during the month under review fell to 2,55,832 units from 3,81,530 units sold during the corresponding month of 2019.
 
     Similarly, Bajaj Auto's total domestic sales stood at 1,58,976 units -- down 23 per cent -- from 2,05,470 units sold in July last year.
 
 Advertisement The two- and three-wheeler manufacturer's overall exports declined by 45 per cent to 96,856 units from 1,76,060 units shipped out during the like month of 2019.
 
     In term of two-wheelers, the company's total sales fell 26 per cent to 2,38,556 units from 3,22,210 units sold in July last year.
 
 The company's commercial vehicles' sales during the month under review declined by 71 per cent to 17,276 units from 59,320 units sold during the like period of last year.
 
 ",Auto News & Articles,Business_Insider,2020-08-03
https://www.businessinsider.in/business/auto/news/maruti-mahindra-and-mahindra-hero-moto-bajaj-auto-and-other-july-auto-sales-data-estimate/articleshow/77275348.cms,"There may be little solace for Maruti, M&M, Hero Moto, Bajaj Auto and others in the July auto sales data","The July sales numbers are likely to see a gradual recovery on the back of ramp-up in the supply chain, strong rural sentiments and rise in preference for personal mobility to follow social distancing norms. According to  Nirmal Bang , the retail sales were affected in July due to erratic lockdowns and tighter financing but were higher than the June numbers. Here are the estimated sales numbers for top automobile manufacturers.  While the first quarter was a complete washout for the Indian automobile sector, led by subdued demand, the July numbers are likely to rebound on hopes of improved supply chain, strong rural sentiments and rise in preference for personal mobility to help adhere to social distancing norms. Automakers are also optimistic on the future recovery. As several states began easing rules, production capacities have improved, dealerships have resumed operations and rural demand has been ticking upwards.      “We have reached current capacities in the range of 85-90% and in addition, more than 85% of our dealerships are open pan India. This could have been improved but for some states which went into lockdown during the month. Financing for our vehicles has reached pre-covid levels currently,” said  Shashank Srivastava, Executive Director, Maruti Suzuki . Advertisement Maruti Suzuki India July 2020 sales (expected) July 2019 sales Growth % Domestic sales 88,057 100,006 -11.90% Exports 6,944 9,258 -25% Total sales 95,000 109,264 -13.10% Mahindra & Mahindra July 2020 sales (expected) July 2019 sales Growth % Automotive 27,562 40,142 -31.30% Farm Equipment 24,000 19,992 20.10% Total Sales 51,562 60,134 -14.30% “Dispatches from OEMs (Original Equipment Manufacturer) are likely to improve sequentially on further ramp-up in plant utilization levels, following the recovery in supply chain and labour issues. But, dispatches are expected to be lower on a year-on-year basis even on a low base,” Nirmal Bang, a broking firm said in  its estimate report .      Tractors and two-wheelers have seen some recovery on back of strong rural demand. That trend is expected to sustain for July as well.  According to  Nirmal Bang , the retail sales were affected in July due to erratic lockdowns and tighter financing but were higher than the June numbers. It also said that there had been a lot of down-trading with higher demand in the 100-125cc segment. “All the 2W OEMs have taken a price increase of about ₹1,500-2,000 over the last two months.” Advertisement Bajaj Auto July 2020 sales (expected) July 2019 sales Growth % Motorcycle 273,879 322,210 -15.00% Three-wheeler 26,204 58,563 -55.30% Exports 147,869 175,384 -21.20% Total 300,082 380,773 -16% Hero MotoCorp July 2020 sales (expected) July 2019 sales Growth % Motorcycle 482,229 535,810 -10% TVS Motor Company July 2020 sales (expected) July 2019 sales Growth % Two-wheeler 199,226 265,679 -25% Three-wheeler 8,272 13,786 -40% Total 207,498 279,465 -26%     Bajaj Auto CFO Soumen Ray told PTI that the company is ""seeing month-on-month improvement in sales. There was no sale in April while the decline was very large in May. June was significantly better than May and July is much better than June.""  Advertisement Despite a recovery in the overall sector, the commercial vehicle segment will remain the dullest due to economic slowdown, excess capacity and limited driver availability.      Ashok Leyland July 2020 sales (expected) July 2019 sales Growth % MHCV 1,008 6,722 -85% LCV 2,103 4,205 -50% Total sales 3,111 10,927 -71.50% Eicher Motors July 2020 sales (expected) July 2019 sales Growth % VECV 1,600 4,001 -60% Royal Enfield (RE) 40,639 54,185 -25% Source: Nirmal Bang  Brokerage SEE ALSO:  JLR was already 80% of Tata Motors’ revenue ⁠— it may become even bigger now Maruti records its first quarterly loss in at least a decade - lockdown pain drags revenues lower by 79% ",Auto News & Articles,Business_Insider,2020-08-01
https://www.cnbctv18.com/auto/bajaj-auto-launches-upgraded-version-of-ktm-250-duke-bike-6549471.htm,Bajaj Auto launches upgraded version of KTM 250 DUKE bike,"Bajaj Auto on Wednesday said it has launched an upgraded version of premium motorcycle KTM 250 DUKE priced at Rs 2.09 lakh (ex-showroom Delhi).Since its entry into India in 2012, KTM has marked its presence across 365 cities and 460 stores.

          The bike comes with an advanced 'Supermoto' mode that can be activated at the push of a button, which when engaged only controls the anti-lock braking system on the front brake. Rear brake pressure is entirely up to the rider's right foot, allowing the rider to test riding skills to the absolute limit, Bajaj Auto said in a statement.Since its entry into India in 2012, KTM has marked its presence across 365 cities and 460 stores.

          ""The vehicle is greatly inspired by KTM's unparalleled racing legacy and comes with high-tech race ready engine and components...These upgrades on the KTM 250 DUKE will further enhance its appeal amongst the core biking enthusiasts,"" Bajaj Auto President (Probiking) Sumeet Narang said.Since its entry into India in 2012, KTM has marked its presence across 365 cities and 460 stores.

          
             Special Offer: Subscribe to Moneycontrol PRO at ₹1 per day for the first year. Coupon code: PRO365. Offer available on desktop & android only. *T&C Apply
            Since its entry into India in 2012, KTM has marked its presence across 365 cities and 460 stores.

          ",auto News,CNBCTV18,2020-08-05
https://auto.economictimes.indiatimes.com/news/two-wheelers/motorcycles/bajaj-auto-launches-upgraded-ktm-250-duke-priced-ar-rs-2-09-lakh/77384232,"Bajaj Auto launches upgraded KTM 250 Duke, priced ar Rs 2.09 lakh","KTM has a customer base of over 2.7 lakh units. New Delhi:  Bajaj Auto  on Wednesday said it has launched an upgraded version of premium motorcycle  KTM  250 DUKE priced at Rs 2.09 lakh (ex-showroom, Delhi).  The bike comes with an advanced 'Supermoto' mode that can be activated at the push of a button, which when engaged only controls the anti-lock braking system on the front brake. Rear brake pressure is entirely up to the rider's right foot, allowing the rider to test riding skills to the absolute limit, Bajaj Auto said in a statement. ""The vehicle is greatly inspired by KTM's unparalleled racing legacy and comes with high-tech race ready engine and components...These upgrades on the KTM 250 DUKE will further enhance its appeal amongst the core biking enthusiasts,"" Bajaj Auto President (Probiking) Sumeet Narang said.  Since its entry into India in 2012, KTM has marked its presence across 365 cities and 460 stores. KTM has a customer base of over 2.7 lakh units. Also Read:  Riding through crisis: How premium motorcycle segment is coping up?",New Launches,ET_Auto,2020-08-06
https://economictimes.indiatimes.com/industry/auto/two-wheelers-three-wheelers/coronavirus-impact-bajaj-auto-total-sales-drop-33-per-cent-to-255832-units-in-july/articleshow/77327170.cms,"Coronavirus impact: Bajaj Auto total sales drop 33 per cent to 2,55,832 units in July","NEW DELHI:  Bajaj Auto  on Monday reported 33 per cent fall in its  total sales  at 2,55,832 units in July 2020.
 
 The company had sold 3,81,530 units in the same month a year ago.
 
 Domestic sales  in July this year were at 1,58,976 units as against 2,05,470 units, down 23 per cent, Bajaj Auto said in a regulatory filing.
 
 Total motorcycle sales stood at 2,38,556 units, a decline of 26 per cent, as compared to 3,22,210 sold in July last year.
 
 Total commercial vehicle sales were at 17,276 units as against 59,320 units in the same month last year, down 71 per cent, the company said.
 
 Exports in July declined 45 per cent to 96,856 units as against 1,76,060 units in the corresponding month last year, it added. 
 
 ",,Economic_Times,2020-08-03
https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/lockdown-woes-lt-metro-rail-may-invoke-force-majeure-clause-for-loss-of-ops-in-hyderabad/articleshow/77459798.cms,Lockdown woes: L&T Metro Rail may invoke force majeure clause for loss of ops in Hyderabad,"HYDERABAD: With uncertainty still looming over resumption of  Metro rail  services, L&T Metro Rail ( Hyderabad ) Limited may invoke force majeure clause with the  Telangana  government seeking extension of the concession period equivalent to the time it could not operate due to the  lockdown , the company said in its latest annual report.
 
 The concession period of the project is 35 years, from the appointed date of July 5, 2012 including the initial construction period of five years.
 
 This is extendable for a further period of 25 years, subject to fulfilment of certain conditions by the SPV (special purpose vehicle) as set out in the concession agreement.
 
 The L&T Metro Rail (Hyderabad) said it has already submitted project cost overrun details to the state government for Rs 3,756 crore and ""has been pursuing the matter with the government for providing relief.""
 
 The original cost at the time of conception was Rs 16, 375 crore which has now crossed Rs 20,000 crore.
 
 Metro Rail operations in the city came to a standstill from March 22 due to the lockdown announced by the Centre to contain the spread of coronavirus.
 
 ""...However, the company is protected by the force majeure clauses of the Concession Agreement to claim extension of concession period equal in length to the period during which the Concessionaire was prevented from collection of Fare and reimbursement of force majeure costs. The management of the company will study the impact and will lodge appropriate claims within reasonable time once the operations are resumed,"" it said the annual report.
 
 Hyderabad and Mumbai are the only two cities in the country where Metro Rail is operated by private players under PPP (public-private partnership) mode and hence the resumption of operations is essential for the healthy survival of the concessionaire, an expert of the public transport said.
 
 The company's revenues from operations and other income for the 2019-20 stood at Rs 598.20 crore (including fare and non-fare revenue) as against Rs 318.46 crore for the previous financial year.
 
 The loss before tax and after tax were Rs 382.21 crore for the financial year under review as against loss before and after tax of Rs 147.32 crore and Rs 148.15 crore respectively for the previous financial year.
 
 The Concession Agreement includes construction of 71. 16 km of elevated metro rail corridor and rights for real estate development of 18.5 million sq.ft., with strategically located land parcels interspersed in prime city locations adjoining metro stations and metro corridors.
 
 During an interaction with netizens through Twitter, Telangana Minister KT Rama Rao on Sunday said ""We are waiting for the nod from Govt of India"" on the resumption of metro rail services in the city.""
 
 ",,Economic_Times,2020-08-10
https://www.cnbctv18.com/auto/ashok-leyland-subsidiary-delivers-first-battery-electric-metrodecker-ev-to-first-york-6538781.htm,Ashok Leyland subsidiary delivers first battery-electric Metrodecker EV to First York,"Hinduja flagship firm Ashok Leyland on Tuesday said its subsidiary Optare PLC has delivered the first of 21 battery-electric Metrodecker EVs to UK-based First York.The Metrodecker EVs deliver a range in excess of 160 miles.
This Metrodecker is a part of the 107 Metrodecker EVs (electric vehicles) order Optare has received since the product was launched 18 months ago, Ashok Leyland said in a statement.The Metrodecker EVs deliver a range in excess of 160 miles.
First York launched the first of the battery-electric Optare Metrodecker EV double-deckers on July 30, it added.The Metrodecker EVs deliver a range in excess of 160 miles.
The whole batch of 21 will be delivered by the end of September, it added.  Each Metrodecker EV with First York can carry 98 passengers, although that capacity is currently restricted due to social distancing measures, it added.The Metrodecker EVs deliver a range in excess of 160 miles.
""We are proud of the progress Optare has been making in developing sustainable solutions for public transport. Optare has the know-how, technology and experience to help cities with reducing emissions from buses.The Metrodecker EVs deliver a range in excess of 160 miles.
""Optare continues to be a key piece in our overall strategy to be amongst the Top 10 CV makers globally,"" Ashok Leyland MD & CEO Vipin Sondhi said.The Metrodecker EVs deliver a range in excess of 160 miles.
These have been developed from the prototype by Optare in a partnership with First York and the York City Council, which began three years ago.The Metrodecker EVs deliver a range in excess of 160 miles.

             Special Offer: Subscribe to Moneycontrol PRO at ₹1 per day for the first year. Coupon code: PRO365. Offer available on desktop & android only. *T&C Apply
            The Metrodecker EVs deliver a range in excess of 160 miles.
",auto News,CNBCTV18,2020-08-04
https://www.moneycontrol.com/news/technology/auto/current-phase-is-only-an-aberration-dheeraj-hinduja-chairman-ashok-leyland-5679611.html,"Current phase is only an aberration: Dheeraj Hinduja, Chairman, Ashok Leyland","The long-term outlook for the truck and bus sector continues to remain positive and the current phase is only an aberration,  Ashok Leyland  Chairman Dheeraj Hinduja said in the company’s annual report addressing shareholders. The 84 percent drop in domestic cumulative sales of Ashok Leyland till July at 7,691 units as against 48,104 units sold in the same four months last year notwithstanding. “As the governmental measures to reactivate the commercial sector are awaited, the management has taken the opportunity of the last few months to re-examine the business and operating models without any presumptions”, Hinduja said. Besides aggressive cost cutting measures the Chennai-based bus market leader is banking on a complete revamp of its product portfolio for light and medium and heavy commercial vehicle segments complete with the launch of new brands. “Upon a clinical assessment of the short term and long-term prospects, a series of initiatives have been set in motion to reconfigure the company aimed at sustainable growth while minimising the adverse impact of economic cycles,” Hinduja added. Research and ratings provider ICRA has predicted volume shrinkage to 10 year lows in FY21 given the macro-economic headwinds compounded by the pandemic. “Demand headwinds are expected to continue over the near-term given the macroeconomic challenges in view of the pandemic outbreak, coupled with weakening financial profile of fleet operators and significant price hikes because of transition to BS-VI emission norms,"" said ICRA in its report on the CV industry. In June Ashok Leyland launched AVTR claimed to be India’s first modular truck platform which allows up to 6 lakh possible combinations catering to the 18.5-55 tonne segments. The company is now in the process of launching light commercial vehicle platform Phoenix in the current quarter to address a segment where it was not present. The Phoenix has been in the works for more than a year and will cater to the 5-7 tonne segment. “We made a courageous decision to introduce a modular truck platform AVTR for the medium and heavy range. We are now ready with an in-house developed new LCV range whose launch had to be deferred due to the COVID-19 crisis. The introduction is expected to be a game changer just as DOST was,"" Hinduja added. ",,Moneycontrol,2020-08-11
https://www.moneycontrol.com/news/technology/auto/hero-motocorp-sales-dip-4-in-july-offtakes-cross-5-lakh-mark-5630541.html,Hero MotoCorp sales dip 4% in July; offtakes cross 5 lakh mark,"The country's largest two-wheeler maker Hero MotoCorp on Saturday reported a 3.97 percent dip in sales to 5,14,509 units in July compared to the same month of last year. The company had sold a total of 5,35,810 units in July 2019. Despite the prevailing economic slowdown on account of the COVID-19 pandemic, the company registered a sequential growth of 14 percent over June and reached more than 95 percent of wholesale dispatch numbers of the corresponding month in the previous year, the two-wheeler major said. ""The robust volumes have been driven by strong retail sales due to the positive market demand,"" it added. While there is cautious optimism on the demand trajectory going forward, sales continue to be impacted by the micro-lockdowns in several parts of the country, Hero MotoCorp said. For the growth momentum to continue, it would be pertinent for state and local authorities to provide a stable and consistent business environment as the situation evolves, it added. ",,Moneycontrol,2020-08-01
https://economictimes.indiatimes.com/industry/auto/cars-uvs/a-quantum-leap-mahindra-mahindra-to-launch-all-new-version-of-suv-thar-on-aug-15/articleshow/77367181.cms,A quantum leap: Mahindra & Mahindra to launch all-new version of SUV Thar on Aug 15,"NEW  DELHI : Automaker Mahindra & Mahindra (M&M) on Wednesday said it will launch the new version of its  SUV Thar  on August 15.
 
 The all-new Thar will be a quantum leap in terms of technology, comfort and safety features compared to the previous generation without compromising on the vehicle's core promise -– off-road capability and its iconic design, M&M said in a statement.
 
 ""This will not only attract the die-hard Thar enthusiasts, but also appeal to all those people who have always wanted to own an iconic vehicle with all the bells and whistles of a contemporary SUV,"" it added.
 
 In its new avatar, the Thar aims to bring back the pleasure of motoring, providing an exceptional blend of iconic design and unadulterated driving pleasure, the company added.
 
 The existing Thar is priced between Rs 9.7 lakh and Rs 9.99 lakh (ex-showroom Delhi).
 
 From 2010 the Thar has been the flag-bearer of ' The Mahindra Classics ' which for over seven decades now have shared a close bond with  India 's story enabling Indians to explore new terrains and ""do things that they could never have done before"", the company claimed.
 
 ",,Economic_Times,2020-08-05
https://economictimes.indiatimes.com/industry/cons-products/fmcg/itcs-business-crosses-rs-10000-cr-sales-milestone-in-fy20-rs-600-cr-short-of-britania/articleshow/77387166.cms,"ITC's food business crosses Rs 10,000 cr sales milestone in FY20, Rs 600 cr short of Britannia","KOLKATA: India’s third largest listed packaged food company  ITC 's business crossed the Rs 10,000 crore sales milestone in 2019-20, narrowing the lead of the second ranked  Britannia  to about Rs 600 crore.  Nestle  India is the leader in the segment.
 
 Retail sales of ITC's Aashirvaad brand atta crossed Rs 6,000 crore in sales last fiscal, growing by over 30%, as per latest disclosure in annual report. This makes the brand one of the largest in the food segment in India.
 
 ITC's food business grew by 7.3% with gross sales of Rs 10,377.73 crore in FY20, as per the annual report.
 
 In contrast, biscuit maker  Britannia Industries  had clocked sales of Rs 10,986.68 crore last fiscal. In FY18-19, the difference in sales between Britannia and ITC's food business was over Rs 810 crore. Nestle is India's largest listed food company with sales of Rs 12,368.9 crore last fiscal.
 
 ITC's CEO for food business  Hemant Malik  said the growth across various food categories has been powered by a robust portfolio of world-class brands, a slew of first-to-market innovative offerings, a range of distinctive products customised to address consumers’ evolving needs, diverse regional tastes and preferences, besides ramping up offerings in the wellness segment.
 
 He said  Aashirvaad atta  has fortified its market standing across geographies and has reached over 3.6 crore households. Aashirvaad has achieved its highest ever volume share of 39.2% within the branded atta segment in June this year as per IMRB data.
 
 ITC, which has ambitions to become India's largest  FMCG  company, is betting heavily on the food business to achieve its goal and reduce dependence on the flagship cigarette business that has been under volume pressure due to recurrent increase in taxes. The food business last fiscal accounted for 80% of ITC's overall FMCG sales.
 
 The Sunfeast biscuit brand is ITC's second largest FMCG brand that clocked retail sales of Rs 4,000 crore and Bingo! snacks Rs 2,700 crore last fiscal. The Classmate stationary brand touched Rs 1,400 crore and YiPPee instant noodles nearly Rs 1,300 crore.
 
 ITC is market leader in branded atta, bridges segment of snacks, cream biscuit, notebooks and the second largest in overall snacks and potato chips segment, instant noodles, deodorant and agarbatti.
 
 However, the company's stationary products business took a beating in January to March quarter due to coronavirus lockdown which impacted overall FMCG business performance last year.
 
 ",,Economic_Times,2020-08-07
https://www.businessinsider.in/business/news/adani-and-sunteck-realty-show-interest-in-acquiring-hdil/articleshow/77350258.cms,Adani and Sunteck Realty show interest in acquiring HDIL,"
 
  In a regulatory filing on Tuesday,  HDIL  said that bids of the three companies have been found eligible while, that of three other interested parties -- International Asset Reconstruction Company Pvt Ltd, NS Software and  Harsha Vardhan Reddy  were found to be ineligible. 
  The invitation for EOI was first published in February and subsequently revised five times till July. Submission of EOI was closed on July 31. 
  Any objection to inclusion or exclusion of a prospective resolution applicant in the provisional list may be made with supporting documents within five days from the date of issue of the provisional list, by August 8.  
 
 Adani Properties,  Sunteck Realty  and  Suraksha Asset Reconstruction Ltd  are among the companies which have submitted Expressions of Interest (EoI) to acquire the insolvent Housing Development and Infrastructure Limited (HDIL).
 
 In a regulatory filing on Tuesday, HDIL said that bids of the three companies have been found eligible while, that of three other interested parties -- International Asset Reconstruction Company Pvt Ltd, NS Software and Harsha Vardhan Reddy were found to be ineligible.
     
 ""The Resolution Professional has received 6 (Six) EOI from interested parties,"" it said.
 Advertisement 
 The invitation for EOI was first published in February and subsequently revised five times till July. Submission of EOI was closed on July 31.
     
 Any objection to inclusion or exclusion of a prospective resolution applicant in the provisional list may be made with supporting documents within five days from the date of issue of the provisional list, by August 8. 
 
 ""After considering the objections, if any, received by the Resolution Professional, final list of Prospective Resolution Applicants (PRAs) will be published. The final list will also be uploaded on the website of the HDIL,"" it said.
 Advertisement 
 HDIL is under Corporate Insolvency Resolution Process pursuant to the provisions of the Insolvency and Bankruptcy Code, 2016. Its affairs, business and assets are being managed by the Resolution Professional, Abhay N. Manudhane appointed by  National Company Law Tribunal ,  Mumbai Bench .
 
 Shares of HDIL on the BSE surged on the development. Currently, its shares on the BSE are at Rs 3.16, higher by 4.98 per cent from its previous close.
     
 SEE ALSO: 
 Advertisement 
 Zerodha valued itself at $1 billion, Hurun unicorn startups list bumps it up to $3 billion but founder says valuation doesn't matter 
 
 INTERVIEW: Tech Mahindra wants 25-30% of its employees working from home permanently by June 2021 — CFO explains how they got to that number 
 ",Business News,Business_Insider,2020-08-04
